Market Price Type,Center,Variety Name,Grade,Unit,Max Price,Average Price,Min Price
Retail Price,KOTA KINABALU,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,450.00,450.00,400.00
Retail Price,KOTA KINABALU,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,800.00,800.00,760.00
Retail Price,KOTA KINABALU,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,600.00,560.00,560.00
Retail Price,KOTA KINABALU,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,700.00,700.00,650.00
Retail Price,KOTA KINABALU,BAWANG MERAH ROSE,F.A.Q,100 KG,800.00,800.00,750.00
Retail Price,KOTA KINABALU,BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,560.00,560.00
Retail Price,KOTA KINABALU,BAYAM ,F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA KINABALU,BELIMBING (B10),F.A.Q,100 KG,360.00,300.00,300.00
Retail Price,KOTA KINABALU,BETIK SEKAKI,F.A.Q,100 KG,250.00,250.00,200.00
Retail Price,KOTA KINABALU,BUNGA KANTAN,F.A.Q,TANGKAI,1.80,1.80,1.60
Retail Price,KOTA KINABALU,CILI HIJAU,F.A.Q,100 KG,1550.00,1500.00,1500.00
Retail Price,KOTA KINABALU,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1600.00,1500.00,1500.00
Retail Price,KOTA KINABALU,CILI MERAH MINYAK,F.A.Q,100 KG,1600.00,1500.00,1500.00
Retail Price,KOTA KINABALU,DAUN BAWANG,F.A.Q,100 KG,650.00,650.00,600.00
Retail Price,KOTA KINABALU,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,850.00,800.00,800.00
Retail Price,KOTA KINABALU,KACANG BENDI,F.A.Q,100 KG,400.00,400.00,350.00
Retail Price,KOTA KINABALU,KACANG BUNCIS,F.A.Q,100 KG,650.00,650.00,600.00
Retail Price,KOTA KINABALU,KACANG PANJANG HIJAU,F.A.Q,100 KG,400.00,400.00,350.00
Retail Price,KOTA KINABALU,KANGKUNG,F.A.Q,100 KG,300.00,300.00,270.00
Retail Price,KOTA KINABALU,KELAPA DIKUPAS,SEDANG,100 BIJI,180.00,180.00,160.00
Retail Price,KOTA KINABALU,KETOLA / PETOLA SEGI,F.A.Q,100 KG,350.00,300.00,300.00
Retail Price,KOTA KINABALU,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,360.00,360.00,350.00
Retail Price,KOTA KINABALU,PISANG BERANGAN,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA KINABALU,PISANG MAS,F.A.Q,100 KG,300.00,300.00,260.00
Retail Price,KOTA KINABALU,SAWI HIJAU,F.A.Q,100 KG,600.00,500.00,500.00
Retail Price,KOTA KINABALU,TELUR AYAM,A,100 BIJI,46.00,46.00,45.00
Retail Price,KOTA KINABALU,TELUR AYAM,B,100 BIJI,44.00,44.00,43.00
Retail Price,KOTA KINABALU,TELUR AYAM,C,100 BIJI,43.00,43.00,42.00
Retail Price,KOTA KINABALU,TEMBIKAI MERAH,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA KINABALU,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,260.00,250.00,250.00
Retail Price,KOTA KINABALU,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,350.00,350.00,300.00
Retail Price,KOTA KINABALU,TIMUN HIJAU ,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA KINABALU,TOMATO (TANAH TINGGI),F.A.Q,100 KG,650.00,650.00,600.00
Retail Price,KUCHING,UBI KENTANG HOLLAND,F.A.Q,100 KG,300.00,250.00,250.00
Retail Price,KUCHING,AYAM HIDUP,F.A.Q,100 KG,820.00,810.00,800.00
Retail Price,KUCHING,AYAM PROSES STANDARD,F.A.Q,100 KG,830.00,830.00,830.00
Retail Price,KUCHING,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,260.00,260.00,260.00
Retail Price,KUCHING,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,KUCHING,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,750.00,700.00,650.00
Retail Price,KUCHING,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,KUCHING,BAWANG MERAH ROSE,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,KUCHING,BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,KUCHING,BAYAM ,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,KUCHING,BELIMBING (B10),F.A.Q,100 KG,450.00,400.00,350.00
Retail Price,KUCHING,BETIK SEKAKI,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUCHING,BUNGA KANTAN,F.A.Q,TANGKAI,.75,.70,.65
Retail Price,KUCHING,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,2500.00,2400.00,2300.00
Retail Price,KUCHING,DAUN BAWANG,F.A.Q,100 KG,2300.00,2300.00,2300.00
Retail Price,KUCHING,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,2800.00,2700.00,2600.00
Retail Price,KUCHING,KACANG BENDI,F.A.Q,100 KG,1100.00,1000.00,900.00
Retail Price,KUCHING,KACANG BUNCIS,F.A.Q,100 KG,1000.00,1000.00,1000.00
Retail Price,KUCHING,KACANG PANJANG HIJAU,F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,KUCHING,KANGKUNG,F.A.Q,100 KG,500.00,450.00,400.00
Retail Price,KUCHING,KELAPA DIKUPAS,SEDANG,100 BIJI,120.00,110.00,100.00
Retail Price,KUCHING,KETOLA / PETOLA SEGI,F.A.Q,100 KG,600.00,500.00,400.00
Retail Price,KUCHING,KUBIS BULAT (CHINA),F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,KUCHING,PISANG BERANGAN,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KUCHING,PISANG MAS,F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,KUCHING,SAWI HIJAU,F.A.Q,100 KG,1100.00,1050.00,1000.00
Retail Price,KUCHING,TELUR AYAM,A,100 BIJI,44.00,44.00,44.00
Retail Price,KUCHING,TELUR AYAM,B,100 BIJI,42.00,42.00,42.00
Retail Price,KUCHING,TELUR AYAM,C,100 BIJI,40.00,40.00,40.00
Retail Price,KUCHING,TEMBIKAI MERAH,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,KUCHING,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,KUCHING,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,800.00,800.00,800.00
Retail Price,KUCHING,TIMUN HIJAU ,F.A.Q,100 KG,400.00,350.00,300.00
Retail Price,KUCHING,TOMATO (TANAH TINGGI),F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,SIBU,UBI KENTANG HOLLAND,F.A.Q,100 KG,260.00,240.00,220.00
Retail Price,SIBU,AYAM HIDUP,F.A.Q,100 KG,650.00,650.00,650.00
Retail Price,SIBU,AYAM PROSES STANDARD,F.A.Q,100 KG,830.00,830.00,830.00
Retail Price,SIBU,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,230.00,230.00,230.00
Retail Price,SIBU,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,SIBU,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,550.00,550.00,550.00
Retail Price,SIBU,BAWANG PUTIH (CHINA),F.A.Q,100 KG,650.00,650.00,650.00
Retail Price,SIBU,BAYAM ,F.A.Q,100 KG,510.00,510.00,510.00
Retail Price,SIBU,BELIMBING (B10),F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,SIBU,BETIK SEKAKI,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,SIBU,CILI HIJAU,F.A.Q,100 KG,800.00,800.00,800.00
Retail Price,SIBU,CILI MERAH MINYAK,F.A.Q,100 KG,1300.00,1300.00,1300.00
Retail Price,SIBU,DAUN BAWANG,F.A.Q,100 KG,1800.00,1800.00,1800.00
Retail Price,SIBU,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,2200.00,2200.00,2200.00
Retail Price,SIBU,KACANG BENDI,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,SIBU,KACANG BUNCIS,F.A.Q,100 KG,900.00,900.00,900.00
Retail Price,SIBU,KACANG PANJANG HIJAU,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,SIBU,KANGKUNG,F.A.Q,100 KG,380.00,380.00,380.00
Retail Price,SIBU,KETOLA / PETOLA SEGI,F.A.Q,100 KG,510.00,510.00,510.00
Retail Price,SIBU,KUBIS BULAT (CHINA),F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,SIBU,PISANG BERANGAN,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,SIBU,PISANG MAS,F.A.Q,100 KG,490.00,490.00,490.00
Retail Price,SIBU,SAWI HIJAU,F.A.Q,100 KG,650.00,650.00,650.00
Retail Price,SIBU,TELUR AYAM,A,100 BIJI,43.00,43.00,43.00
Retail Price,SIBU,TELUR AYAM,B,100 BIJI,40.00,40.00,40.00
Retail Price,SIBU,TELUR AYAM,C,100 BIJI,39.00,39.00,39.00
Retail Price,SIBU,TEMBIKAI MERAH,F.A.Q,100 KG,290.00,290.00,290.00
Retail Price,SIBU,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,710.00,710.00,710.00
Retail Price,SIBU,TIMUN HIJAU ,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,SIBU,TOMATO (TANAH TINGGI),F.A.Q,100 KG,590.00,590.00,590.00
Retail Price,KUALA LUMPUR,UBI KENTANG HOLLAND,F.A.Q,100 KG,190.00,190.00,190.00
Retail Price,KUALA LUMPUR,AYAM HIDUP,F.A.Q,100 KG,690.00,690.00,690.00
Retail Price,KUALA LUMPUR,AYAM PROSES STANDARD,F.A.Q,100 KG,790.00,790.00,790.00
Retail Price,KUALA LUMPUR,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,233.00,233.00,233.00
Retail Price,KUALA LUMPUR,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,145.00,145.00,145.00
Retail Price,KUALA LUMPUR,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,156.00,156.00,156.00
Retail Price,KUALA LUMPUR,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,165.00,165.00,165.00
Retail Price,KUALA LUMPUR,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,178.00,178.00,178.00
Retail Price,KUALA LUMPUR,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,650.00,650.00,650.00
Retail Price,KUALA LUMPUR,BAWANG MERAH ROSE,F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,KUALA LUMPUR,BAWANG PUTIH (CHINA),F.A.Q,100 KG,680.00,640.00,600.00
Retail Price,KUALA LUMPUR,BAYAM ,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,KUALA LUMPUR,BELIMBING (B10),F.A.Q,100 KG,330.00,330.00,330.00
Retail Price,KUALA LUMPUR,BETIK SEKAKI,F.A.Q,100 KG,320.00,320.00,320.00
Retail Price,KUALA LUMPUR,BUNGA KANTAN,F.A.Q,TANGKAI,.60,.60,.60
Retail Price,KUALA LUMPUR,CILI HIJAU,F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,KUALA LUMPUR,CILI HIJAU (IMPORT),F.A.Q,100 KG,571.00,571.00,571.00
Retail Price,KUALA LUMPUR,CILI MERAH (THAILAND),F.A.Q,100 KG,828.00,828.00,828.00
Retail Price,KUALA LUMPUR,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1200.00,1200.00,1200.00
Retail Price,KUALA LUMPUR,CILI MERAH MINYAK,F.A.Q,100 KG,1000.00,1000.00,1000.00
Retail Price,KUALA LUMPUR,DAUN BAWANG,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUALA LUMPUR,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,KUALA LUMPUR,KACANG BENDI,F.A.Q,100 KG,850.00,850.00,850.00
Retail Price,KUALA LUMPUR,KACANG BUNCIS,F.A.Q,100 KG,1200.00,1200.00,1200.00
Retail Price,KUALA LUMPUR,KACANG PANJANG HIJAU,F.A.Q,100 KG,900.00,900.00,900.00
Retail Price,KUALA LUMPUR,KANGKUNG,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,KUALA LUMPUR,KELAPA DIKUPAS,SEDANG,100 BIJI,200.00,200.00,200.00
Retail Price,KUALA LUMPUR,KETOLA / PETOLA SEGI,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,KUALA LUMPUR,KUBIS BULAT (CHINA),F.A.Q,100 KG,190.00,190.00,190.00
Retail Price,KUALA LUMPUR,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUALA LUMPUR,PISANG BERANGAN,F.A.Q,100 KG,330.00,330.00,330.00
Retail Price,KUALA LUMPUR,PISANG MAS,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KUALA LUMPUR,SAWI HIJAU,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,KUALA LUMPUR,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,KUALA LUMPUR,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,KUALA LUMPUR,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,KUALA LUMPUR,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,280.00,280.00,280.00
Retail Price,KUALA LUMPUR,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,KUALA LUMPUR,TIMUN HIJAU ,F.A.Q,100 KG,500.00,475.00,450.00
Retail Price,KUALA LUMPUR,TOMATO (TANAH TINGGI),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,LABUAN,UBI KENTANG HOLLAND,F.A.Q,100 KG,150.00,150.00,150.00
Retail Price,LABUAN,AYAM PROSES STANDARD,F.A.Q,100 KG,980.00,980.00,980.00
Retail Price,LABUAN,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,375.00,344.00,313.00
Retail Price,LABUAN,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,450.00,425.00,400.00
Retail Price,LABUAN,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,LABUAN,BAWANG PUTIH (CHINA),F.A.Q,100 KG,714.00,657.00,600.00
Retail Price,LABUAN,BAYAM ,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,LABUAN,BELIMBING (B10),F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,LABUAN,BETIK SEKAKI,F.A.Q,100 KG,200.00,175.00,150.00
Retail Price,LABUAN,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,1.00
Retail Price,LABUAN,CILI MERAH MINYAK,F.A.Q,100 KG,1600.00,1500.00,1400.00
Retail Price,LABUAN,DAUN BAWANG,F.A.Q,100 KG,1300.00,1300.00,1300.00
Retail Price,LABUAN,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1200.00,1100.00,1000.00
Retail Price,LABUAN,KACANG BENDI,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,LABUAN,KACANG BUNCIS,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,LABUAN,KACANG PANJANG HIJAU,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,LABUAN,KANGKUNG,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,LABUAN,KELAPA DIKUPAS,SEDANG,100 BIJI,150.00,150.00,150.00
Retail Price,LABUAN,KETOLA / PETOLA SEGI,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,LABUAN,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,400.00,350.00,300.00
Retail Price,LABUAN,PISANG BERANGAN,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,LABUAN,PISANG MAS,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,LABUAN,SAWI HIJAU,F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,LABUAN,TELUR AYAM,A,100 BIJI,47.00,47.00,47.00
Retail Price,LABUAN,TELUR AYAM,B,100 BIJI,46.00,46.00,46.00
Retail Price,LABUAN,TELUR AYAM,C,100 BIJI,45.00,45.00,45.00
Retail Price,LABUAN,TEMBIKAI MERAH,F.A.Q,100 KG,250.00,225.00,200.00
Retail Price,LABUAN,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,LABUAN,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,LABUAN,TIMUN HIJAU ,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,LABUAN,TOMATO (TANAH TINGGI),F.A.Q,100 KG,700.00,700.00,700.00
